,ligacao_consumidor,nota_consumidor,custo_do_produto,compras_anteriores,desconto_oferecido,peso_em_gms,bloco_deposito_A,bloco_deposito_B,bloco_deposito_C,bloco_deposito_D,bloco_deposito_F,forma_envio_Flight,forma_envio_Road,forma_envio_Ship,genero_consumidor_F,genero_consumidor_M,importancia_produto_high,importancia_produto_low,importancia_produto_medium
5284,7,4,305,4,6,1873,0,0,1,0,0,0,0,1,1,0,0,0,1
1538,4,4,142,4,2,1461,1,0,0,0,0,0,0,1,0,1,0,0,1
8873,7,1,307,4,2,1983,0,0,0,0,1,0,0,1,0,1,0,1,0
7958,6,2,293,4,7,1477,1,0,0,0,0,1,0,0,1,0,0,1,0
3975,5,4,227,2,9,5706,0,1,0,0,0,1,0,0,1,0,0,1,0
6458,3,2,198,2,9,4250,1,0,0,0,0,0,0,1,0,1,0,1,0
8867,4,5,246,5,2,1024,0,0,0,0,1,0,0,1,1,0,0,1,0
9080,5,2,210,7,4,4525,1,0,0,0,0,0,0,1,1,0,0,0,1
8262,4,1,226,5,2,1912,0,0,0,1,0,0,0,1,1,0,0,0,1
5585,5,4,261,6,4,5349,0,0,0,0,1,0,0,1,1,0,0,0,1
2551,3,5,270,2,46,2716,0,0,0,0,1,0,0,1,1,0,0,0,1
1914,5,2,223,3,51,3687,0,0,0,1,0,1,0,0,1,0,0,1,0
5018,7,1,306,4,5,1467,1,0,0,0,0,0,0,1,0,1,0,0,1
9840,3,4,212,3,6,5935,0,0,0,1,0,0,1,0,0,1,0,1,0
2278,3,1,268,3,47,2479,0,0,1,0,0,0,0,1,1,0,0,1,0
4737,4,1,188,2,6,5894,0,1,0,0,0,0,0,1,0,1,0,1,0
2137,5,3,239,4,3,3734,0,0,0,0,1,0,0,1,0,1,0,1,0
6643,5,1,183,3,10,5023,0,0,0,0,1,0,0,1,1,0,0,1,0
1547,5,5,163,3,54,1536,0,0,0,0,1,0,0,1,0,1,0,1,0
2770,4,4,132,4,44,1692,0,0,1,0,0,0,0,1,1,0,0,0,1
10432,3,3,241,3,10,5275,0,0,1,0,0,0,0,1,1,0,0,0,1
10305,4,4,154,3,4,5393,0,1,0,0,0,0,0,1,0,1,0,1,0
6696,3,4,151,4,1,4587,0,0,0,1,0,0,1,0,1,0,0,0,1
4869,3,2,264,3,8,5831,0,1,0,0,0,0,0,1,1,0,0,1,0
6960,3,1,178,4,9,4298,0,0,0,1,0,0,1,0,0,1,0,0,1
7361,4,3,157,3,9,4990,0,0,0,0,1,0,0,1,0,1,0,0,1
9842,4,5,155,3,3,5939,1,0,0,0,0,0,1,0,0,1,0,0,1
10803,5,2,250,5,9,1897,0,1,0,0,0,0,1,0,1,0,0,1,0
8251,5,3,226,2,6,5033,0,0,0,0,1,0,0,1,1,0,1,0,0
6582,7,2,279,4,1,1480,0,0,0,1,0,1,0,0,1,0,0,0,1
10170,5,2,208,8,5,4751,0,0,0,1,0,0,0,1,0,1,0,0,1
8943,4,5,148,2,2,4883,0,1,0,0,0,0,0,1,0,1,0,1,0
8835,5,2,225,5,5,1015,0,1,0,0,0,0,0,1,0,1,0,1,0
3066,3,4,158,3,41,1137,0,0,0,1,0,0,0,1,0,1,1,0,0
4678,5,4,210,3,6,5102,0,0,1,0,0,0,0,1,1,0,0,0,1
1675,3,3,111,3,54,1712,0,0,0,0,1,0,0,1,0,1,0,0,1
6973,4,3,250,3,10,4316,0,0,0,0,1,0,1,0,0,1,0,1,0
1833,3,5,245,4,26,2072,0,1,0,0,0,0,0,1,1,0,1,0,0
7699,2,1,149,4,7,5434,0,0,0,0,1,0,0,1,1,0,0,0,1
5366,3,4,166,2,10,5258,1,0,0,0,0,0,0,1,1,0,0,1,0
9906,6,2,173,3,4,5970,0,0,0,1,0,0,0,1,1,0,0,0,1
283,5,4,165,3,20,1150,0,0,0,0,1,1,0,0,1,0,0,1,0
1013,4,1,178,2,39,1362,0,0,0,0,1,0,0,1,0,1,1,0,0
5653,5,3,189,3,7,5830,0,0,0,0,1,0,0,1,1,0,0,0,1
1388,5,1,230,3,43,2994,1,0,0,0,0,0,0,1,1,0,0,1,0
274,3,5,229,6,22,2717,0,0,1,0,0,1,0,0,0,1,0,0,1
8791,5,2,211,2,2,5077,0,0,0,0,1,0,0,1,1,0,0,0,1
7291,4,4,194,4,10,5024,0,0,0,0,1,0,0,1,1,0,0,1,0
9894,3,1,271,3,1,5486,0,0,0,1,0,0,0,1,0,1,0,0,1
484,4,3,186,7,30,2062,0,0,1,0,0,0,0,1,1,0,0,0,1
6986,3,2,223,4,3,5374,1,0,0,0,0,1,0,0,0,1,0,0,1
6434,4,2,238,2,9,4937,1,0,0,0,0,1,0,0,1,0,0,0,1
162,4,1,261,4,58,3427,0,0,0,1,0,0,0,1,1,0,0,1,0
9885,5,1,275,5,6,1156,0,1,0,0,0,0,0,1,0,1,0,1,0
4085,3,5,182,4,6,1272,0,0,0,0,1,0,1,0,0,1,0,1,0
7407,5,1,261,5,10,1713,0,1,0,0,0,1,0,0,1,0,0,1,0
7700,5,4,199,5,6,5210,1,0,0,0,0,0,0,1,0,1,0,0,1
1796,4,1,242,2,34,3966,1,0,0,0,0,1,0,0,0,1,0,1,0
8581,4,4,243,5,10,4356,0,0,0,0,1,0,0,1,0,1,0,0,1
6561,6,2,161,4,9,1377,0,1,0,0,0,0,1,0,1,0,0,1,0
7154,5,4,223,5,2,1400,1,0,0,0,0,0,0,1,0,1,0,1,0
8730,4,3,175,2,3,4961,0,0,0,1,0,0,0,1,0,1,0,0,1
4774,5,2,250,2,6,5565,0,0,1,0,0,0,1,0,1,0,0,0,1
1034,3,3,208,3,61,3783,1,0,0,0,0,0,0,1,0,1,0,0,1
5917,5,1,252,3,2,4339,0,0,0,0,1,0,0,1,0,1,0,0,1
8050,6,1,295,4,10,1600,0,0,1,0,0,0,0,1,0,1,0,1,0
3747,2,3,187,2,10,5957,0,1,0,0,0,0,0,1,1,0,0,0,1
2664,4,4,199,2,25,3705,0,0,0,1,0,0,0,1,0,1,0,0,1
9577,3,1,187,2,10,5064,0,0,0,0,1,0,1,0,1,0,0,1,0
4674,2,1,177,4,5,4358,0,0,0,1,0,1,0,0,1,0,0,1,0
9339,4,1,175,3,2,5861,0,1,0,0,0,0,0,1,0,1,0,0,1
1457,4,4,232,4,27,3436,0,0,0,0,1,0,0,1,0,1,0,1,0
2265,4,4,223,3,51,3895,0,1,0,0,0,0,0,1,1,0,0,0,1
1525,3,2,141,3,41,1801,0,0,0,0,1,0,0,1,1,0,0,0,1
1837,4,5,217,4,37,2128,0,0,0,0,1,0,0,1,0,1,0,0,1
9380,5,2,194,4,8,5650,1,0,0,0,0,0,0,1,0,1,0,1,0
4071,3,3,228,3,8,4927,0,1,0,0,0,0,0,1,1,0,0,0,1
10924,4,2,249,5,1,1200,0,0,1,0,0,0,0,1,0,1,0,1,0
3086,3,2,223,2,64,3595,1,0,0,0,0,0,0,1,0,1,0,1,0
2126,4,5,242,4,35,3215,1,0,0,0,0,0,0,1,1,0,0,1,0
9109,5,4,231,2,7,5491,0,0,0,0,1,0,0,1,1,0,0,0,1
1364,5,4,144,3,59,1178,1,0,0,0,0,0,1,0,1,0,0,1,0
7337,3,1,207,4,9,4252,0,0,0,0,1,0,0,1,0,1,0,1,0
1691,4,2,189,3,6,3671,0,0,0,0,1,0,0,1,0,1,0,0,1
1336,3,1,140,4,27,1184,0,0,1,0,0,0,0,1,0,1,0,1,0
5542,3,4,142,2,7,5346,0,0,1,0,0,0,0,1,1,0,0,0,1
8767,4,4,209,6,7,4852,0,0,0,0,1,1,0,0,1,0,0,1,0
5119,3,5,197,3,4,5423,0,0,0,0,1,0,0,1,0,1,0,1,0
9900,3,2,194,3,7,4727,0,0,0,1,0,0,0,1,1,0,0,0,1
2423,4,4,226,2,53,3154,0,0,0,0,1,0,0,1,0,1,1,0,0
9652,3,2,158,2,9,4881,0,0,1,0,0,0,0,1,0,1,0,0,1
7424,6,2,257,4,2,1012,1,0,0,0,0,0,0,1,0,1,0,0,1
2161,4,2,270,2,65,3599,0,0,0,0,1,0,0,1,0,1,0,1,0
2909,4,3,244,2,17,3125,0,0,0,0,1,0,0,1,0,1,0,1,0
10848,3,2,201,4,10,5565,0,0,0,1,0,0,0,1,0,1,0,0,1
10719,5,5,221,6,6,1429,0,1,0,0,0,0,0,1,0,1,0,0,1
6422,3,5,258,4,3,4212,1,0,0,0,0,0,1,0,1,0,0,1,0
7806,4,2,219,4,2,4422,0,0,0,1,0,1,0,0,1,0,1,0,0
2178,3,5,161,3,10,1978,0,0,0,1,0,0,1,0,1,0,0,0,1
10107,3,5,209,3,4,5413,0,1,0,0,0,0,0,1,1,0,1,0,0
5443,3,1,162,3,7,5971,0,0,0,0,1,0,0,1,1,0,0,0,1
4277,4,1,163,2,3,4099,0,0,0,0,1,0,0,1,1,0,0,1,0
6192,3,4,236,3,1,5851,0,0,0,1,0,0,0,1,0,1,0,0,1
20,3,3,161,2,38,1521,1,0,0,0,0,0,0,1,1,0,0,0,1
10712,4,2,233,5,8,1097,1,0,0,0,0,0,0,1,1,0,0,1,0
9492,5,2,169,5,2,4542,0,0,0,1,0,0,0,1,1,0,0,0,1
3464,2,5,247,4,4,5255,1,0,0,0,0,0,0,1,0,1,0,0,1
6768,4,1,100,6,6,5841,0,0,0,1,0,0,0,1,0,1,0,0,1
10954,4,1,261,3,8,5206,0,0,1,0,0,0,1,0,1,0,0,1,0
3864,6,2,218,6,1,4558,0,0,0,1,0,0,0,1,0,1,0,0,1
2735,5,1,272,3,27,2415,0,0,0,0,1,1,0,0,0,1,0,0,1
9589,3,4,166,4,1,5533,0,0,0,0,1,1,0,0,1,0,0,1,0
10670,5,3,254,5,10,1501,1,0,0,0,0,0,1,0,0,1,0,1,0
7714,5,2,228,5,6,1726,0,0,1,0,0,0,0,1,0,1,0,1,0
9487,4,2,216,3,2,4750,0,0,0,0,1,0,0,1,0,1,0,1,0
4622,4,1,223,3,9,4832,1,0,0,0,0,0,0,1,1,0,0,1,0
6126,3,4,240,3,8,4410,0,0,0,1,0,0,0,1,0,1,0,0,1
2104,5,5,248,3,9,3873,0,0,1,0,0,0,0,1,1,0,0,0,1
4842,4,2,225,2,7,5241,0,0,0,1,0,0,0,1,0,1,0,0,1
4855,3,1,170,2,9,4112,0,0,0,0,1,0,0,1,0,1,0,1,0
6901,6,5,266,4,6,1201,0,0,0,0,1,0,0,1,1,0,0,1,0
2856,2,3,128,2,53,1530,0,0,0,1,0,0,1,0,1,0,0,0,1
621,4,1,138,2,28,1528,0,1,0,0,0,0,0,1,0,1,0,1,0
2915,3,4,242,3,54,3011,0,0,0,0,1,0,0,1,0,1,1,0,0
9646,3,5,198,4,10,4829,0,0,1,0,0,0,0,1,1,0,0,1,0
10301,4,1,228,3,4,5347,0,0,0,0,1,0,0,1,0,1,0,0,1
4626,3,1,152,3,3,5839,0,0,0,1,0,0,0,1,1,0,0,1,0
6491,6,4,251,4,10,1568,0,0,0,0,1,0,0,1,1,0,0,1,0
8027,6,5,301,4,7,1393,0,0,0,0,1,0,0,1,1,0,0,1,0
7827,2,2,173,3,10,4736,0,1,0,0,0,0,0,1,1,0,0,1,0
5938,4,1,220,3,6,4472,0,0,1,0,0,0,0,1,1,0,0,0,1
10108,4,5,254,3,7,4363,0,0,1,0,0,0,0,1,1,0,0,1,0
6963,5,1,282,4,9,4766,0,1,0,0,0,0,1,0,1,0,0,1,0
3664,3,3,250,5,8,5762,0,0,1,0,0,0,0,1,0,1,0,0,1
8364,5,5,232,6,2,1550,0,0,0,1,0,1,0,0,0,1,0,1,0
7071,3,1,198,2,8,4940,0,1,0,0,0,0,0,1,1,0,0,1,0
10705,5,4,228,5,9,1044,0,0,0,0,1,0,0,1,0,1,0,1,0
5090,4,4,168,3,6,5488,1,0,0,0,0,0,0,1,0,1,0,1,0
4027,4,5,249,2,10,4562,0,0,0,0,1,0,0,1,1,0,0,0,1
9075,3,2,205,3,3,4563,0,1,0,0,0,0,0,1,0,1,1,0,0
3848,3,4,224,2,8,4162,1,0,0,0,0,1,0,0,0,1,0,1,0
5771,4,2,270,5,6,1520,0,0,0,0,1,0,0,1,0,1,0,1,0
6782,5,2,168,2,6,5464,1,0,0,0,0,0,0,1,0,1,0,1,0
7826,4,2,136,4,9,5038,1,0,0,0,0,0,0,1,0,1,0,0,1
10857,3,4,231,6,3,5910,0,1,0,0,0,0,0,1,1,0,0,0,1
7029,5,1,159,2,5,4382,0,1,0,0,0,0,0,1,1,0,0,0,1
3774,4,2,204,2,1,4533,0,0,0,1,0,0,0,1,1,0,0,1,0
8407,6,5,167,2,10,4013,0,0,0,0,1,0,0,1,0,1,0,1,0
6481,4,4,186,7,9,5418,0,0,0,0,1,0,0,1,0,1,0,0,1
7937,6,1,250,2,4,4016,0,0,0,0,1,0,1,0,0,1,0,0,1
8613,7,1,307,4,8,1339,0,1,0,0,0,0,1,0,1,0,0,1,0
8794,3,5,188,4,3,4033,0,0,1,0,0,0,0,1,0,1,0,0,1
2577,3,1,175,2,42,1668,0,1,0,0,0,0,1,0,0,1,0,1,0
5965,4,5,239,6,2,1879,0,0,0,0,1,0,0,1,0,1,0,1,0
9980,4,3,227,3,8,5829,1,0,0,0,0,0,1,0,0,1,0,0,1
8240,4,4,221,10,6,5582,1,0,0,0,0,0,0,1,0,1,1,0,0
9655,6,3,244,5,4,1121,0,0,0,0,1,0,0,1,1,0,0,0,1
9591,4,1,173,5,5,5049,0,1,0,0,0,1,0,0,1,0,0,1,0
10300,4,2,207,3,5,4702,0,0,1,0,0,0,0,1,1,0,0,0,1
808,4,5,163,5,24,1658,0,0,1,0,0,0,1,0,0,1,0,1,0
4637,3,4,190,4,7,5963,0,0,0,0,1,0,1,0,1,0,0,0,1
844,4,2,139,5,52,1977,0,0,1,0,0,0,0,1,1,0,0,1,0
1303,4,3,138,3,15,1080,0,0,0,0,1,0,0,1,0,1,0,0,1
733,4,4,197,7,22,2065,0,0,0,0,1,0,0,1,1,0,0,0,1
4523,3,1,170,3,3,4454,0,0,0,0,1,1,0,0,0,1,0,1,0
10113,6,5,282,4,10,4901,0,1,0,0,0,0,1,0,0,1,0,1,0
10976,3,2,278,4,9,1631,1,0,0,0,0,1,0,0,0,1,0,0,1
1150,3,4,148,10,12,1779,0,0,1,0,0,0,0,1,1,0,1,0,0
8406,3,1,238,2,5,4355,0,0,0,1,0,0,0,1,0,1,0,0,1
6867,4,4,223,5,1,1124,0,1,0,0,0,0,0,1,0,1,0,0,1
7057,4,5,246,2,3,5705,0,0,0,0,1,0,0,1,1,0,0,0,1
5997,5,3,259,5,2,1730,0,1,0,0,0,0,0,1,0,1,0,1,0
7476,7,3,251,5,8,1616,0,0,0,1,0,0,0,1,1,0,0,1,0
543,3,3,231,2,46,2962,0,1,0,0,0,1,0,0,0,1,0,1,0
10656,2,5,277,3,6,1032,0,0,0,1,0,0,0,1,0,1,0,0,1
1646,5,4,111,5,42,1587,1,0,0,0,0,1,0,0,1,0,0,0,1
9182,6,3,266,4,8,1547,1,0,0,0,0,1,0,0,1,0,0,0,1
7773,6,1,214,2,5,4708,0,1,0,0,0,0,0,1,0,1,0,1,0
464,5,2,263,8,24,3139,1,0,0,0,0,0,0,1,0,1,0,0,1
4407,3,5,107,5,4,5624,0,1,0,0,0,0,0,1,1,0,0,1,0
9053,4,2,238,2,1,5229,0,0,0,0,1,1,0,0,0,1,0,1,0
6897,4,2,264,5,6,1736,0,1,0,0,0,0,0,1,1,0,0,0,1
8340,5,5,261,6,1,1082,0,0,0,1,0,0,1,0,1,0,0,0,1
3709,4,1,219,5,5,5253,0,0,0,0,1,1,0,0,0,1,0,0,1
1502,3,4,135,3,11,1740,1,0,0,0,0,1,0,0,0,1,0,1,0
4022,5,5,194,4,4,4003,1,0,0,0,0,0,0,1,1,0,0,0,1
7840,3,2,201,3,7,4890,0,0,1,0,0,0,0,1,0,1,0,0,1
7037,3,1,166,2,10,4137,0,0,0,0,1,0,0,1,1,0,0,1,0
5622,4,3,266,6,5,5209,0,0,0,1,0,1,0,0,1,0,0,0,1
7094,3,2,182,10,1,4303,1,0,0,0,0,0,0,1,0,1,0,1,0
4943,3,5,135,3,3,4938,0,0,0,0,1,1,0,0,0,1,0,1,0
4235,4,5,246,3,10,4616,0,0,0,0,1,0,1,0,0,1,0,1,0
6413,4,2,146,3,4,5659,0,0,0,0,1,0,1,0,1,0,0,1,0
9823,5,5,239,3,5,4122,0,0,0,0,1,0,0,1,0,1,0,1,0
5506,6,5,301,5,7,1209,0,0,1,0,0,0,0,1,1,0,0,0,1
9703,7,3,274,5,9,1764,0,0,0,0,1,0,1,0,1,0,0,1,0
6753,2,4,195,4,3,5641,0,1,0,0,0,0,0,1,0,1,0,0,1
525,3,3,249,3,51,2173,0,1,0,0,0,0,1,0,0,1,0,0,1
5844,3,4,98,3,5,4432,0,0,0,1,0,0,0,1,0,1,0,1,0
6137,3,3,168,4,4,4096,0,0,0,0,1,0,0,1,1,0,0,1,0
7772,4,3,197,4,9,4429,1,0,0,0,0,0,0,1,0,1,0,0,1
6622,6,5,152,4,8,5351,0,0,1,0,0,0,0,1,1,0,0,0,1
8069,4,4,214,3,1,4717,0,0,0,0,1,0,1,0,1,0,0,0,1
8801,5,2,164,3,6,4302,0,0,0,0,1,0,0,1,1,0,0,0,1
7001,4,1,181,2,2,4154,0,0,0,0,1,1,0,0,0,1,0,1,0
5962,5,2,259,5,8,1678,0,0,1,0,0,0,0,1,0,1,0,1,0
5697,3,1,191,5,2,4956,0,1,0,0,0,0,0,1,0,1,0,0,1
5255,7,2,310,4,4,1806,0,0,0,0,1,0,0,1,0,1,0,1,0
8293,4,5,177,7,2,4299,0,0,0,0,1,0,0,1,1,0,0,1,0
4111,3,5,106,2,3,5615,0,0,0,0,1,1,0,0,1,0,0,1,0
8538,4,3,239,3,10,4020,0,0,0,1,0,0,0,1,0,1,0,1,0
311,3,2,154,3,56,1136,0,0,0,0,1,0,0,1,1,0,0,1,0
9044,5,1,172,2,3,4892,1,0,0,0,0,1,0,0,1,0,0,0,1
6496,6,2,261,4,8,1891,0,0,1,0,0,0,0,1,0,1,0,0,1
8461,3,2,243,4,5,4670,0,0,0,0,1,0,0,1,0,1,0,0,1
4982,3,3,262,7,9,5097,1,0,0,0,0,0,0,1,1,0,1,0,0
10814,5,1,174,5,6,4677,1,0,0,0,0,0,1,0,1,0,0,0,1
842,4,2,141,3,34,1619,1,0,0,0,0,0,0,1,0,1,0,1,0
10069,5,3,141,2,10,4651,0,0,0,0,1,0,0,1,1,0,0,0,1
1939,3,1,215,2,47,3678,0,0,0,0,1,0,0,1,1,0,0,1,0
8232,3,3,155,3,7,5464,0,0,0,1,0,1,0,0,1,0,0,0,1
2284,6,3,134,8,12,1371,0,0,1,0,0,0,0,1,1,0,1,0,0
3359,3,5,150,3,4,4442,0,0,0,0,1,0,0,1,1,0,0,0,1
3277,5,5,156,3,5,5398,0,0,0,0,1,0,1,0,1,0,0,1,0
8840,5,3,235,5,4,1990,1,0,0,0,0,0,0,1,0,1,0,1,0
1589,4,2,199,2,4,3351,0,0,0,0,1,0,0,1,1,0,0,0,1
10175,3,2,174,3,3,5207,0,0,0,0,1,0,0,1,1,0,0,1,0
326,3,4,173,3,52,1587,1,0,0,0,0,0,0,1,0,1,0,0,1
10059,4,5,155,3,10,5315,0,1,0,0,0,0,0,1,1,0,0,1,0
463,4,2,186,7,40,3111,0,0,0,0,1,0,0,1,1,0,0,0,1
1722,5,3,186,4,11,3676,0,0,0,1,0,0,0,1,1,0,0,0,1
9790,3,2,162,3,4,4812,0,0,1,0,0,0,0,1,0,1,0,0,1
6023,5,5,238,5,2,1657,0,0,0,0,1,1,0,0,0,1,0,1,0
6378,4,4,174,2,2,5892,0,0,0,1,0,0,0,1,1,0,0,0,1
5590,5,5,195,4,1,4482,0,0,1,0,0,0,1,0,0,1,0,0,1
9688,6,3,267,4,1,1942,0,0,1,0,0,0,0,1,0,1,0,0,1
7050,3,2,223,2,10,4604,0,0,0,1,0,0,0,1,1,0,0,1,0
6629,2,5,180,6,7,4907,0,0,0,0,1,0,0,1,1,0,0,0,1
8227,3,4,224,3,10,4806,0,0,0,0,1,1,0,0,1,0,0,1,0
9340,3,2,177,3,5,5941,0,0,1,0,0,0,0,1,1,0,0,1,0
2436,3,1,169,2,19,1183,0,0,0,1,0,0,0,1,1,0,0,0,1
6258,6,1,244,4,5,1867,0,0,0,1,0,0,0,1,0,1,0,1,0
10426,5,4,217,2,2,5469,0,0,1,0,0,1,0,0,0,1,0,1,0
7966,4,4,261,2,8,5006,0,0,1,0,0,0,0,1,0,1,0,0,1
1141,3,4,263,3,42,2992,0,0,0,0,1,0,0,1,0,1,0,1,0
845,5,2,145,5,22,1818,0,0,0,0,1,0,0,1,1,0,0,0,1
9309,5,1,274,2,8,4647,0,1,0,0,0,0,1,0,1,0,1,0,0
10877,4,4,151,2,8,5724,0,0,0,0,1,0,0,1,0,1,0,1,0
9165,5,2,227,6,6,1620,0,1,0,0,0,0,1,0,1,0,0,0,1
914,3,1,255,2,42,3459,1,0,0,0,0,0,0,1,0,1,0,0,1
151,5,3,98,5,44,1269,0,0,0,0,1,1,0,0,0,1,0,0,1
7578,4,4,188,3,7,5720,0,0,0,1,0,0,0,1,0,1,0,1,0
614,5,4,182,4,20,2212,1,0,0,0,0,0,0,1,0,1,1,0,0
2291,5,4,192,3,46,3709,0,0,0,0,1,0,0,1,0,1,0,0,1
2095,3,4,153,2,37,1740,0,0,0,0,1,0,0,1,0,1,0,0,1
4579,4,3,142,3,6,5930,0,0,0,0,1,0,0,1,1,0,0,0,1
5211,3,2,160,3,3,5807,0,1,0,0,0,1,0,0,0,1,0,0,1
475,4,5,133,3,59,1092,0,0,0,0,1,0,0,1,0,1,0,1,0
10531,5,4,236,4,6,4457,0,0,0,0,1,0,1,0,0,1,0,0,1
4762,4,1,149,3,8,1136,0,0,1,0,0,0,0,1,1,0,0,0,1
212,2,5,127,3,44,1341,1,0,0,0,0,0,0,1,0,1,0,1,0
5855,4,3,266,2,6,4286,0,0,0,0,1,0,0,1,0,1,0,0,1
7995,4,1,201,8,4,4295,0,1,0,0,0,0,0,1,0,1,0,0,1
5639,3,3,183,3,3,5538,0,0,0,0,1,0,0,1,1,0,0,1,0
8687,5,1,176,3,3,5919,0,0,0,0,1,0,0,1,0,1,0,1,0
3209,5,2,173,2,7,5836,0,0,0,0,1,0,0,1,0,1,0,1,0
4284,5,5,165,4,3,4242,0,0,0,1,0,0,0,1,1,0,0,0,1
1414,6,5,225,6,55,2052,0,0,1,0,0,0,0,1,1,0,0,1,0
5633,4,4,203,3,8,4443,0,0,0,0,1,1,0,0,0,1,0,0,1
8257,6,4,254,4,2,1174,0,0,0,0,1,0,0,1,0,1,0,1,0
8902,6,3,269,4,4,1948,0,0,1,0,0,1,0,0,1,0,0,1,0
796,4,4,248,4,49,2322,0,0,1,0,0,0,1,0,1,0,0,1,0
725,3,4,207,7,46,2670,0,0,0,0,1,0,0,1,1,0,0,0,1
1019,3,2,261,5,45,2488,0,0,0,0,1,0,0,1,0,1,0,0,1
6202,4,2,252,3,8,4262,0,0,1,0,0,0,0,1,0,1,0,0,1
3151,2,4,274,10,3,4167,0,0,0,0,1,1,0,0,0,1,1,0,0
9416,5,4,236,5,6,1829,1,0,0,0,0,0,0,1,0,1,0,1,0
9514,3,4,255,3,10,5291,0,0,1,0,0,0,0,1,1,0,0,0,1
3744,6,4,256,4,2,5021,0,0,0,1,0,0,0,1,0,1,1,0,0
4375,3,5,195,3,10,5585,0,0,0,0,1,0,1,0,1,0,0,0,1
172,3,4,148,3,56,1550,0,0,1,0,0,0,0,1,0,1,0,1,0
9082,5,5,167,3,9,4319,0,0,1,0,0,0,0,1,0,1,0,0,1
1812,4,2,185,2,4,2212,0,0,0,1,0,0,0,1,0,1,0,0,1
7969,3,2,188,6,1,4856,0,0,0,0,1,0,0,1,1,0,0,0,1
4406,3,3,269,3,5,4197,1,0,0,0,0,0,0,1,0,1,0,0,1
10117,4,1,243,3,9,4277,0,0,0,0,1,0,1,0,1,0,1,0,0
10789,6,3,136,3,10,1826,0,0,0,0,1,0,0,1,1,0,0,1,0
8341,6,4,285,4,10,1422,0,0,0,0,1,0,1,0,1,0,0,0,1
3100,5,1,195,3,37,3690,0,0,1,0,0,0,0,1,0,1,0,1,0
5790,7,4,285,4,2,1017,0,0,0,1,0,0,0,1,1,0,0,0,1
1490,4,4,204,4,35,2513,1,0,0,0,0,0,1,0,1,0,0,0,1
22,2,5,156,2,2,1750,0,0,1,0,0,0,0,1,0,1,0,1,0
9226,4,2,247,2,7,4955,0,0,1,0,0,0,0,1,0,1,0,0,1
7791,4,1,237,3,8,5668,0,1,0,0,0,0,1,0,1,0,0,0,1
5047,4,4,266,3,4,5905,0,0,0,0,1,0,1,0,0,1,0,1,0
896,4,2,162,2,16,1014,1,0,0,0,0,0,0,1,0,1,0,1,0
4615,2,2,254,2,8,5827,0,0,0,0,1,0,0,1,1,0,0,1,0
4978,4,1,161,6,2,5734,0,0,1,0,0,0,0,1,1,0,0,1,0
6581,5,3,248,5,7,1475,0,0,0,0,1,1,0,0,1,0,0,1,0
6249,5,4,258,2,8,4200,0,1,0,0,0,0,0,1,1,0,0,1,0
7932,3,3,188,5,6,5713,0,0,0,1,0,0,1,0,1,0,0,1,0
7227,5,5,149,3,9,5979,0,1,0,0,0,0,0,1,0,1,0,0,1
6227,5,1,249,4,5,1027,0,0,0,0,1,0,0,1,0,1,0,0,1
1168,4,3,177,4,38,1767,0,0,1,0,0,0,0,1,0,1,0,1,0
9978,4,1,208,3,7,4592,0,0,0,1,0,0,1,0,1,0,0,0,1
6883,5,5,275,5,3,1145,0,0,0,0,1,0,0,1,1,0,0,1,0
6330,4,3,236,4,1,5783,0,0,0,1,0,0,0,1,0,1,0,0,1
4659,5,3,191,2,7,5783,0,1,0,0,0,1,0,0,0,1,0,0,1
4654,2,5,271,2,5,5164,0,0,1,0,0,1,0,0,1,0,0,1,0
5556,2,2,249,3,3,4129,0,0,0,1,0,0,0,1,1,0,0,1,0
9019,4,1,241,3,6,5836,0,0,0,0,1,0,1,0,0,1,0,1,0
10104,2,4,252,4,4,4787,0,0,0,1,0,0,0,1,0,1,0,0,1
2364,3,2,164,4,2,1701,0,0,0,1,0,0,0,1,0,1,0,0,1
3429,3,5,245,6,9,4793,0,1,0,0,0,1,0,0,0,1,1,0,0
5702,4,4,188,3,6,4174,1,0,0,0,0,0,0,1,0,1,0,1,0
3069,4,4,162,2,8,1386,0,1,0,0,0,0,0,1,0,1,0,0,1
5796,4,3,207,5,6,4145,0,0,0,1,0,0,0,1,1,0,1,0,0
8094,4,1,211,3,2,5851,0,0,0,1,0,1,0,0,1,0,0,0,1
989,3,2,182,2,40,2592,0,0,0,0,1,0,0,1,1,0,0,1,0
9782,3,4,213,3,7,5516,1,0,0,0,0,0,0,1,0,1,1,0,0
6283,5,1,231,5,10,1418,0,0,0,0,1,0,1,0,0,1,0,1,0
7534,4,2,191,4,7,5507,0,0,1,0,0,1,0,0,0,1,0,1,0
7801,2,5,160,4,7,5754,0,0,0,0,1,0,1,0,1,0,0,1,0
1633,5,2,266,7,12,2056,0,0,0,0,1,0,1,0,1,0,0,1,0
9558,3,5,157,4,2,4640,0,0,0,1,0,0,0,1,1,0,0,0,1
10349,4,4,185,3,2,5288,0,0,0,0,1,0,0,1,1,0,0,1,0
10736,5,3,257,5,10,1812,1,0,0,0,0,0,0,1,1,0,0,0,1
7046,3,4,175,3,8,4274,1,0,0,0,0,0,0,1,0,1,0,1,0
5972,3,3,265,3,3,5986,1,0,0,0,0,0,0,1,1,0,0,0,1
